,S2AQ21A,S1Q2A,S1Q2B,S1Q2C1,S1Q2C3,S1Q2C4,S1Q2E,S1Q6A
8399,2,1,1, , , , ,8
8400,10,1,1, , , , ,10
8401,10,1,1, , , , ,8
8402, ,1,1, , , , ,13
8403,4,1,1, , , , ,11
8404,5,1,1, , , , ,14
8405,5,1,1, , , , ,10
8406,4,1,1, , , , ,7
8407,4,1,1, , , , ,8
8408, ,1,1, , , , ,8
8409,99,1,1, , , , ,11
8410,10,1,1, , , , ,12
8411,1,1,1, , , , ,11
8412, ,1,1, , , , ,12
8413,5,1,1, , , ,13,8
8414,6,1,1, , , ,14,10
8415,10,1,1, , , , ,8
8416,4,1,1, , , ,3,14
8417,7,1,2, , , , ,8
8418,5,1,1, , , , ,6
8419,4,1,1, , , , ,12
8420, ,1,1, , , , ,11
8421,9,1,1, , , , ,10
8422,4,1,1, , , , ,11
8423,4,1,1, , , , ,7
8424,3,1,1, , , , ,8
8425,5,1,1, , , , ,14
8426,10,1,1, , , , ,7
8427, ,1,1, , , , ,10
8428, ,1,2, , , , ,12
8429,5,1,2, , , , ,7
8430,5,1,1, , , , ,10
8431,1,1,1, , , , ,11
8432,6,1,1, , , , ,12
8433,5,1,1, , , , ,11
8434,8,2, ,1,2,2, ,8
8435, ,1,1, , , , ,11
8436,2,1,1, , , , ,10
8437,1,1,1, , , , ,11
8438,2,1,1, , , , ,12
8439, ,1,1, , , , ,8
8440,6,1,1, , , , ,10
8441,3,1,1, , , , ,8
8442,3,1,1, , , ,5,7
8443, ,1,1, , , , ,10
8444,10,1,1, , , , ,10
8445, ,1,1, , , , ,10
8446, ,1,1, , , ,12,8
8447, ,1,1, , , , ,10
8448,6,1,1, , , , ,11
8449,1,1,2, , , , ,7
8450, ,1,1, , , , ,10
8451,10,1,1, , , , ,10
8452,5,1,1, , , , ,12
8453,1,1,1, , , , ,13
8454,6,1,2, , , , ,8
8455,8,1,1, , , , ,8
8456,4,1,1, , , , ,8
8457,3,1,1, , , , ,5
8458,5,1,1, , , , ,8
8459,1,1,1, , , ,17,8
8460,10,1,1, , , , ,9
8461,4,1,1, , , ,9,10
8462,9,2, ,2,2,2, ,4
8463, ,1,1, , , , ,3
8464,9,1,1, , , , ,8
8465,6,1,1, , , ,16,10
8466,4,1,2, , , , ,12
8467,7,1,1, , , , ,10
8468,5,1,1, , , , ,8
8469,2,1,1, , , , ,10
8470, ,1,1, , , , ,7
8471,4,1,1, , , , ,10
8472, ,1,1, , , , ,11
8473,1,1,1, , , ,12,8
8474,5,1,1, , , , ,14
8475,10,1,1, , , , ,8
8476,3,1,2, , , , ,8
8477, ,1,1, , , , ,12
8478,7,1,1, , , ,5,7
8479,1,1,1, , , ,12,12
8480, ,1,1, , , , ,8
8481,9,1,1, , , , ,8
8482,9,1,1, , , , ,9
8483,1,1,1, , , , ,8
8484, ,1,1, , , ,5,10
8485, ,1,2, , , , ,12
8486, ,9, ,9,9,9, ,10
8487, ,1,1, , , , ,8
8488,1,1,1, , , , ,8
8489,9,1,1, , , ,8,12
8490, ,1,1, , , , ,6
8491,4,1,1, , , , ,8
8492,5,1,1, , , , ,8
8493,1,1,2, , , , ,12
8494,4,1,1, , , , ,8
8495,2,1,1, , , , ,11
8496,10,1,1, , , , ,11
8497,10,1,1, , , ,11,6
8498,9,1,1, , , , ,10
8499,10,1,1, , , , ,8
8500,10,1,1, , , , ,7
8501,3,1,1, , , , ,2
8502,6,1,1, , , , ,10
8503,5,1,1, , , , ,12
8504,1,1,1, , , , ,10
8505,5,1,1, , , , ,9
8506, ,1,1, , , , ,6
8507,5,1,1, , , , ,8
8508,8,1,1, , , , ,8
8509, ,2, ,2,2,2, ,4
8510, ,1,1, , , , ,2
8511, ,1,1, , , , ,7
8512,8,1,1, , , ,3,8
8513,7,1,1, , , , ,11
8514,6,1,1, , , ,2,7
8515,3,1,1, , , , ,14
8516,5,1,1, , , , ,8
8517,7,1,1, , , , ,7
8518, ,1,1, , , , ,8
8519, ,1,2, , , , ,10
8520,1,1,1, , , ,17,7
8521,4,1,1, , , ,16,12
8522,5,1,1, , , ,10,10
8523,8,2, ,1,2,2, ,12
8524,3,1,1, , , , ,10
8525,3,1,1, , , , ,12
8526,5,1,1, , , , ,8
8527,7,1,1, , , , ,10
8528,8,1,1, , , ,8,9
8529,6,1,1, , , , ,8
8530,4,1,1, , , , ,8
8531,10,1,2, , , , ,8
8532,3,1,1, , , , ,8
8533,3,1,1, , , , ,12
8534, ,1,1, , , , ,8
8535,6,1,1, , , , ,13
8536,8,1,1, , , , ,10
8537,1,1,1, , , ,7,7
8538,5,1,1, , , ,5,10
8539,6,1,1, , , , ,10
8540,1,1,2, , , , ,7
8541,4,1,1, , , ,12,12
8542,10,1,1, , , , ,8
8543, ,1,1, , , , ,12
8544,5,1,1, , , , ,13
8545,7,2, ,2,1,1, ,8
8546,4,1,1, , , , ,10
8547, ,1,1, , , , ,7
8548,6,1,1, , , , ,14
8549, ,1,1, , , , ,12
8550,10,1,1, , , , ,8
8551,4,1,1, , , , ,12
8552,4,1,1, , , , ,8
8553,9,1,2, , , , ,12
8554,10,1,2, , , , ,8
8555,3,1,1, , , , ,12
8556,6,1,1, , , ,17,8
8557,1,1,1, , , ,10,12
8558,7,1,1, , , , ,13
8559, ,1,1, , , , ,14
8560,4,1,1, , , , ,13
8561,5,2, ,2,2,2, ,8
8562,9,1,1, , , ,10,8
8563, ,1,1, , , , ,6
8564,1,1,1, , , , ,7
8565,1,1,1, , , , ,7
8566,4,1,2, , , , ,7
8567, ,1,1, , , , ,10
8568,4,1,1, , , , ,8
8569, ,1,1, , , , ,7
8570,9,1,1, , , , ,10
8571,10,1,1, , , , ,13
8572,3,1,1, , , , ,10
8573,4,1,1, , , , ,8
8574,6,1,2, , , , ,8
8575,1,1,1, , , , ,7
8576,2,1,1, , , , ,12
8577,6,1,1, , , , ,11
8578,5,1,2, , , , ,10
8579,7,2, ,1,2,2, ,10
8580,4,1,1, , , , ,12
8581,9,2, ,2,2,2, ,7
8582, ,1,1, , , , ,8
8583, ,1,1, , , ,14,8
8584,7,1,1, , , , ,7
8585,1,1,1, , , ,14,8
8586,7,1,1, , , , ,12
8587,10,1,1, , , , ,12
8588, ,1,1, , , , ,12
8589,9,1,1, , , , ,8
8590,1,1,1, , , ,13,8
8591,10,1,1, , , , ,8
8592,10,1,1, , , , ,13
8593, ,1,1, , , ,10,6
8594,10,1,1, , , ,16,10
8595,7,1,1, , , , ,8
8596,5,1,1, , , ,11,11
8597, ,1,1, , , , ,10
8598,4,1,2, , , , ,5
8599,10,1,1, , , , ,8
8600,10,1,1, , , , ,8
8601,5,1,2, , , , ,6
8602, ,1,1, , , , ,8
8603,10,1,1, , , , ,14
8604,10,1,1, , , , ,8
8605,5,1,1, , , , ,8
8606, ,1,1, , , , ,8
8607, ,1,1, , , , ,10
8608,9,1,1, , , , ,10
8609,7,1,1, , , ,3,11
8610,7,1,1, , , , ,13
8611,4,1,1, , , ,16,8
8612,4,1,1, , , , ,10
8613,9,1,1, , , ,7,14
8614,1,1,1, , , , ,10
8615,5,1,1, , , , ,8
8616, ,1,1, , , , ,10
8617,9,1,1, , , , ,8
8618,6,1,1, , , , ,10
8619,5,1,2, , , , ,8
8620,1,1,1, , , , ,8
8621,7,1,1, , , , ,7
8622,2,1,1, , , , ,9
8623,7,1,1, , , , ,10
8624,3,1,1, , , ,6,8
8625,9,1,1, , , , ,8
8626,5,1,1, , , , ,8
8627,3,1,1, , , , ,7
8628,2,1,1, , , ,12,7
8629,5,1,1, , , ,8,8
8630,10,1,1, , , ,14,11
8631,10,1,1, , , , ,7
8632,10,1,1, , , ,5,6
8633,10,1,1, , , , ,6
8634, ,1,1, , , , ,8
8635,10,1,1, , , , ,9
8636,4,1,1, , , , ,10
8637,5,1,1, , , , ,4
8638,10,1,1, , , , ,12
8639,9,1,1, , , , ,9
8640,7,1,1, , , ,12,8
8641,10,1,1, , , , ,8
8642, ,1,1, , , , ,11
8643,1,1,1, , , , ,8
8644,4,1,2, , , , ,7
8645,6,1,1, , , ,2,10
8646, ,1,1, , , , ,8
8647, ,1,1, , , , ,10
8648,6,1,1, , , , ,8
8649,9,1,1, , , ,9,8
8650,3,1,1, , , , ,8
8651, ,1,1, , , ,11,7
8652,1,1,1, , , , ,12
8653,10,1,1, , , , ,8
8654,9,1,1, , , , ,12
8655, ,1,1, , , , ,8
8656,3,1,1, , , , ,10
8657,10,1,1, , , , ,8
8658,10,1,1, , , ,10,11
8659,8,1,1, , , , ,11
8660,3,1,2, , , , ,11
8661, ,1,1, , , , ,8
8662,9,1,1, , , , ,4
8663, ,1,1, , , , ,8
8664,6,1,2, , , , ,10
8665,9,1,1, , , , ,10
8666,7,1,1, , , ,12,8
8667,1,1,1, , , ,12,8
8668,10,1,2, , , , ,8
8669,3,1,1, , , ,11,12
8670,7,1,1, , , ,10,10
8671, ,1,1, , , , ,8
8672,1,1,1, , , , ,8
8673, ,1,1, , , , ,8
8674,4,1,1, , , ,9,6
8675,1,1,1, , , , ,13
8676,10,1,1, , , , ,8
8677,4,1,1, , , , ,10
8678,3,1,1, , , ,16,11
8679,9,1,1, , , , ,10
8680,2,2, ,1,2,2, ,12
8681,2,1,1, , , ,7,12
8682,3,1,1, , , , ,12
8683, ,1,1, , , , ,6
8684, ,1,1, , , , ,10
8685, ,1,2, , , , ,6
8686,5,1,1, , , , ,13
8687,5,1,1, , , , ,13
8688,9,1,1, , , , ,10
8689,6,1,1, , , , ,8
8690,7,1,1, , , , ,10
8691,3,1,2, , , , ,8
8692,3,1,1, , , , ,8
8693, ,1,1, , , ,9,3
8694, ,1,2, , , , ,10
8695,4,1,2, , , , ,10
8696,8,1,1, , , , ,10
8697,10,1,1, , , , ,8
8698, ,1,1, , , , ,8
8699,1,1,1, , , , ,14
8700,4,1,1, , , ,17,8
8701,5,1,1, , , ,9,10
8702,5,1,1, , , , ,8
8703,5,1,1, , , , ,11
8704, ,1,2, , , , ,8
8705,4,1,2, , , , ,12
8706,10,1,1, , , ,8,5
8707,2,1,1, , , ,11,10
8708,3,1,1, , , , ,10
8709,1,1,1, , , , ,10
8710,5,1,1, , , , ,8
8711,4,1,1, , , , ,8
8712, ,1,1, , , , ,8
8713, ,1,1, , , , ,8
8714,3,1,1, , , , ,8
8715, ,1,1, , , , ,7
8716, ,1,1, , , , ,7
8717,4,1,1, , , , ,12
8718,99,1,1, , , , ,4
8719,6,1,1, , , , ,7
8720,1,1,1, , , , ,7
8721,9,1,2, , , , ,7
8722,3,1,1, , , , ,12
8723,5,1,1, , , , ,10
8724,3,1,2, , , , ,7
8725, ,1,1, , , ,14,3
8726, ,1,2, , , , ,10
8727, ,1,1, , , , ,9
8728, ,1,1, , , , ,11
8729,1,1,1, , , , ,8
8730,10,1,1, , , , ,9
8731,5,1,1, , , , ,12
8732,6,1,1, , , , ,13
8733,5,1,1, , , , ,11
8734,10,1,1, , , , ,8
8735,8,1,1, , , ,13,12
8736, ,1,1, , , , ,8
8737,3,1,1, , , , ,8
8738,8,1,1, , , , ,8
8739,4,1,1, , , , ,13
8740,1,1,2, , , , ,6
8741,10,1,1, , , ,10,7
8742, ,1,1, , , , ,8
8743,1,1,1, , , , ,8
8744,4,1,1, , , , ,7
8745,3,1,1, , , , ,10
8746,8,1,1, , , , ,8
8747,10,1,1, , , , ,10
8748,4,1,1, , , ,14,14
8749, ,1,1, , , , ,8
8750,10,1,1, , , , ,10
8751, ,1,1, , , , ,8
8752, ,1,1, , , , ,8
8753, ,1,1, , , , ,8
8754,5,1,1, , , , ,8
8755, ,1,1, , , , ,6
8756,3,1,1, , , , ,10
8757,4,1,1, , , , ,10
8758,1,2, ,2,2,2, ,7
8759,10,1,1, , , , ,10
8760,2,1,1, , , , ,11
8761,10,1,1, , , , ,8
8762,10,2, ,2,2,2, ,10
8763,2,1,1, , , , ,7
8764,7,1,1, , , , ,12
8765,4,1,1, , , , ,7
8766, ,1,1, , , , ,10
8767,3,1,1, , , ,2,8
8768,8,1,1, , , , ,8
8769,3,1,1, , , , ,11
8770,2,1,1, , , ,3,10
8771,8,1,1, , , , ,14
8772,7,2, ,2,2,2, ,10
8773,6,1,1, , , , ,11
8774,9,1,1, , , ,4,8
8775,10,1,1, , , , ,10
8776, ,1,1, , , , ,9
8777,2,1,1, , , , ,10
8778,4,1,1, , , ,8,11
8779, ,1,1, , , , ,4
8780,5,1,2, , , , ,8
8781,9,1,1, , , , ,7
8782, ,1,2, , , , ,10
8783,5,1,1, , , , ,8
8784,1,1,1, , , , ,10
8785, ,1,1, , , , ,8
8786,6,1,2, , , , ,10
8787,6,1,1, , , ,12,11
8788, ,1,1, , , , ,8
8789,4,1,1, , , , ,14
8790,7,1,1, , , ,16,8
8791,9,1,1, , , ,3,12
8792,5,1,1, , , ,2,8
8793, ,1,1, , , , ,8
8794,9,1,1, , , , ,14
8795,10,1,1, , , , ,7
8796,2,1,1, , , , ,7
8797,4,1,1, , , , ,13
8798,5,1,1, , , , ,10
8799,2,2, ,2,2,2, ,1
8800,4,1,1, , , , ,10
8801, ,1,1, , , , ,8
8802,10,1,1, , , , ,10
8803, ,1,1, , , , ,10
8804,8,1,1, , , ,15,8
8805, ,1,1, , , , ,8
8806,9,1,1, , , ,8,11
8807, ,1,1, , , , ,8
8808,4,1,1, , , , ,13
8809,1,1,1, , , , ,10
8810, ,1,1, , , , ,8
8811, ,1,2, , , , ,7
8812, ,1,1, , , , ,10
8813,10,1,1, , , , ,12
8814,10,1,1, , , , ,7
8815,4,1,1, , , , ,14
8816,1,1,1, , , , ,8
8817, ,1,1, , , , ,6
8818,2,1,1, , , , ,8
8819,1,1,1, , , , ,11
8820,7,1,1, , , , ,8
8821, ,1,1, , , , ,7
8822,4,1,1, , , , ,12
8823,8,1,1, , , ,10,6
8824,8,1,1, , , , ,11
8825,1,1,1, , , ,15,10
8826, ,1,2, , , , ,12
8827,1,1,1, , , , ,10
8828,7,1,1, , , , ,10
8829,10,1,1, , , , ,7
8830, ,1,1, , , , ,4
8831,3,1,2, , , , ,10
8832,2,1,1, , , , ,12
8833,1,1,1, , , ,16,9
8834,6,1,1, , , ,11,10
8835,3,1,1, , , , ,11
8836,4,1,1, , , , ,12
8837,2,1,1, , , , ,10
8838,9,1,2, , , , ,8
8839,4,1,1, , , , ,7
8840,9,1,1, , , , ,8
8841,1,1,1, , , , ,12
8842, ,1,1, , , , ,6
8843,99,1,9, , , , ,14
8844,10,1,1, , , , ,14
8845, ,1,1, , , , ,8
8846,10,1,1, , , , ,14
8847,9,1,1, , , , ,12
8848,4,1,1, , , , ,12
8849,3,1,1, , , , ,12
8850,10,1,1, , , , ,14
8851,4,1,1, , , , ,14
8852, ,1,1, , , , ,8
8853, ,2, ,2,2,1, ,6
8854,5,1,1, , , , ,7
8855, ,1,1, , , , ,8
8856,9,1,1, , , ,9,11
8857,1,1,1, , , , ,8
8858,1,1,1, , , , ,7
8859,6,1,1, , , , ,12
8860,4,1,1, , , , ,8
8861, ,1,1, , , , ,6
8862,10,1,1, , , , ,5
8863,3,1,1, , , ,12,13
8864,1,1,1, , , , ,10
8865,3,1,1, , , , ,11
8866,4,1,1, , , ,2,8
8867,7,1,1, , , ,5,14
8868,1,1,1, , , ,13,9
8869,8,1,1, , , , ,11
8870, ,1,1, , , ,12,10
8871,3,1,1, , , , ,8
8872,9,1,1, , , , ,12
8873, ,1,1, , , ,5,7
8874,1,1,1, , , , ,12
8875,6,1,1, , , , ,12
8876,6,1,1, , , , ,8
8877,1,1,1, , , ,7,10
8878,4,1,1, , , ,7,9
8879,99,1,1, , , , ,12
8880,6,1,1, , , , ,14
8881,3,1,1, , , , ,11
8882,3,2, ,1,2,2,3,10
8883, ,1,1, , , , ,10
8884, ,1,1, , , , ,12
8885, ,1,1, , , , ,3
8886,10,1,1, , , , ,10
8887,9,1,1, , , ,5,8
8888,9,1,1, , , , ,12
8889,1,1,2, , , , ,10
8890, ,1,1, , , , ,10
8891, ,1,2, , , , ,8
8892,1,1,1, , , , ,8
8893,5,1,1, , , , ,8
8894,6,2, ,1,2,2,10,10
8895,2,1,1, , , , ,10
8896,4,1,1, , , , ,5
8897,10,1,1, , , , ,8
8898,2,1,1, , , ,2,11
8899,6,1,2, , , , ,10
8900,10,1,1, , , , ,1
8901,5,1,1, , , , ,8
8902,9,1,1, , , , ,8
8903,4,1,1, , , , ,11
8904, ,1,1, , , ,15,4
8905,9,1,1, , , , ,8
8906,10,1,1, , , , ,10
8907, ,1,1, , , , ,10
8908,5,1,1, , , , ,6
8909,1,1,1, , , , ,10
8910,4,1,1, , , , ,11
8911,7,1,1, , , , ,9
8912,1,1,1, , , , ,7
8913, ,1,1, , , , ,8
8914, ,1,1, , , , ,10
8915,4,1,1, , , ,15,11
8916,10,1,1, , , , ,10
8917,1,1,1, , , , ,4
8918,1,1,2, , , , ,10
8919, ,1,1, , , , ,11
8920,4,1,1, , , , ,12
8921, ,1,1, , , , ,8
8922,10,1,1, , , , ,9
8923, ,1,1, , , , ,8
8924,3,1,2, , , , ,10
8925,5,1,1, , , , ,10
8926,1,1,1, , , ,7,9
8927,6,1,1, , , ,6,12
8928,1,1,1, , , , ,8
8929,9,1,1, , , , ,11
8930,4,1,1, , , , ,8
8931,9,1,2, , , , ,8
8932,9,1,1, , , , ,3
8933,5,1,1, , , , ,10
8934,10,1,1, , , , ,8
8935,5,1,1, , , , ,11
8936,3,1,1, , , , ,8
8937,4,1,1, , , , ,11
8938,10,1,1, , , , ,8
8939,5,2, ,1,2,2, ,8
8940,5,1,1, , , , ,12
8941, ,2, ,2,2,2, ,11
8942,2,1,2, , , , ,8
8943,6,1,1, , , ,17,12
8944,9,1,1, , , , ,13
8945,7,1,1, , , , ,8
8946,5,1,1, , , , ,12
8947,7,1,2, , , , ,11
8948,2,1,1, , , ,2,7
8949,5,1,1, , , , ,13
8950, ,1,1, , , , ,7
8951,3,2, ,2,2,2, ,7
8952,2,1,1, , , ,3,11
8953,3,1,1, , , , ,8
8954, ,1,1, , , , ,10
8955,10,1,1, , , , ,10
8956, ,1,1, , , , ,12
8957,5,1,1, , , ,1,10
8958,5,1,1, , , , ,7
8959, ,1,1, , , , ,8
8960,3,1,1, , , , ,9
8961, ,1,1, , , , ,8
8962,4,1,1, , , , ,7
8963, ,1,1, , , , ,12
8964, ,1,2, , , , ,9
8965,1,1,2, , , , ,10
8966,5,1,1, , , , ,6
8967,10,1,1, , , ,16,10
8968,5,1,1, , , , ,10
8969,10,1,1, , , , ,8
8970,1,1,2, , , , ,10
8971,5,1,1, , , ,2,11
8972, ,1,1, , , , ,8
8973, ,1,1, , , , ,8
8974,1,1,1, , , , ,1
8975,5,1,1, , , , ,7
8976,4,1,1, , , , ,9
8977,10,1,1, , , , ,10
8978,6,1,1, , , , ,8
8979,1,1,1, , , , ,12
8980,10,1,1, , , , ,8
8981,5,1,1, , , ,3,10
8982,4,1,1, , , , ,10
8983,1,1,1, , , , ,9
8984,1,1,1, , , , ,9
8985,3,1,1, , , , ,8
8986,6,1,1, , , ,15,8
8987,10,1,1, , , , ,7
8988, ,1,1, , , , ,10
8989,9,1,1, , , , ,8
8990,99,1,1, , , , ,8
8991, ,1,1, , , , ,8
8992, ,1,1, , , , ,8
8993,4,1,1, , , , ,12
8994,1,1,2, , , , ,4
8995, ,1,1, , , , ,10
8996,5,1,1, , , , ,10
8997,1,1,1, , , , ,12
8998,2,1,1, , , ,13,10
8999,8,1,1, , , , ,10
9000, ,1,1, , , , ,8
9001, ,1,1, , , , ,10
9002,6,1,1, , , , ,8
9003,3,1,1, , , , ,10
9004, ,9, ,9,9,9, ,14
9005,10,1,2, , , , ,11
9006, ,2, ,2,2,2, ,7
9007,1,1,1, , , , ,8
9008,10,1,1, , , ,3,9
9009,4,1,1, , , , ,10
9010, ,1,1, , , , ,11
9011, ,1,1, , , , ,9
9012,5,1,1, , , , ,14
9013,5,1,1, , , , ,12
9014,10,1,1, , , , ,8
9015,1,1,1, , , , ,8
9016,10,1,1, , , ,1,10
9017,9,1,1, , , , ,10
9018, ,1,1, , , , ,12
9019, ,1,1, , , , ,8
9020,10,1,1, , , , ,11
9021, ,1,1, , , , ,7
9022,4,1,1, , , , ,12
9023,10,1,1, , , , ,9
9024, ,1,1, , , , ,10
9025,9,1,1, , , ,5,9
9026, ,1,2, , , , ,14
9027, ,1,1, , , , ,10
9028,9,1,1, , , , ,10
9029,6,1,1, , , , ,8
9030,1,1,1, , , , ,11
9031,1,1,1, , , , ,8
9032,3,1,2, , , , ,7
9033,10,1,1, , , , ,12
9034,6,1,1, , , , ,10
9035, ,1,1, , , , ,7
9036,3,1,1, , , , ,14
9037, ,1,1, , , , ,7
9038,6,1,1, , , ,9,8
9039,4,1,2, , , , ,11
9040,3,1,2, , , , ,8
9041,7,1,1, , , , ,12
9042, ,1,2, , , , ,7
9043,9,1,1, , , ,16,8
9044,4,1,1, , , , ,8
9045,3,1,2, , , , ,8
9046,7,1,1, , , ,99,11
9047, ,1,1, , , , ,10
9048, ,1,2, , , , ,8
9049,4,1,1, , , , ,12
9050, ,1,1, , , , ,7
9051,10,1,1, , , , ,8
9052, ,1,1, , , , ,9
9053,9,1,1, , , , ,10
9054,7,1,1, , , , ,10
9055,3,1,1, , , , ,14
9056,7,1,1, , , , ,8
9057,3,1,1, , , , ,10
9058,6,1,1, , , , ,11
9059,3,1,1, , , ,4,10
9060,10,1,1, , , , ,12
9061,3,1,1, , , , ,10
9062,9,1,1, , , ,10,3
9063,4,1,1, , , , ,12
9064, ,1,2, , , , ,8
9065,3,1,1, , , , ,10
9066,7,1,1, , , , ,11
9067,5,1,2, , , , ,12
9068,10,1,1, , , , ,8
9069,3,1,1, , , , ,6
9070,5,1,2, , , , ,14
9071,8,1,1, , , , ,12
9072,5,1,1, , , , ,8
9073,10,1,1, , , , ,7
9074,10,1,1, , , , ,8
9075,5,1,1, , , , ,14
9076,6,1,1, , , ,16,8
9077,9,1,1, , , ,16,12
9078,4,1,1, , , , ,12
9079,10,1,1, , , , ,7
9080,5,1,1, , , , ,7
9081,10,1,1, , , ,11,8
9082, ,1,1, , , , ,10
9083,6,1,1, , , , ,11
9084,4,1,1, , , , ,8
9085,4,1,1, , , , ,12
9086,4,1,1, , , , ,8
9087,5,1,2, , , , ,8
9088,10,1,1, , , , ,11
9089,8,1,1, , , , ,12
9090,4,1,1, , , ,5,9
9091,6,1,1, , , , ,10
9092,2,1,2, , , , ,10
9093,9,1,1, , , , ,8
9094, ,1,1, , , , ,11
9095,9,1,1, , , , ,8
9096,10,1,1, , , , ,10
9097,5,1,1, , , ,10,8
9098,2,1,1, , , , ,10
9099,99,9, ,9,9,9, ,14
9100, ,1,2, , , , ,10
9101,3,1,1, , , ,6,12
9102,1,1,1, , , , ,8
9103, ,1,1, , , , ,12
9104,7,1,1, , , , ,10
9105,1,1,1, , , , ,8
9106,4,1,1, , , , ,14
9107, ,1,1, , , , ,4
9108, ,1,1, , , , ,7
9109, ,1,1, , , , ,11
9110,3,1,1, , , , ,11
9111,8,1,1, , , , ,7
9112,9,1,2, , , , ,8
9113,9,1,1, , , , ,14
9114,4,1,1, , , ,2,8
9115,5,1,1, , , , ,8
9116,10,1,1, , , , ,14
9117, ,1,1, , , , ,10
9118,6,1,1, , , ,5,8
9119, ,1,1, , , , ,14
9120,3,1,1, , , , ,8
9121, ,1,1, , , , ,12
9122,3,1,1, , , ,13,7
9123, ,1,1, , , , ,4
9124,10,1,1, , , , ,10
9125,2,1,1, , , , ,12
9126,5,1,1, , , , ,7
9127,6,1,1, , , , ,11
9128, ,1,1, , , , ,8
9129,6,1,1, , , , ,8
9130,1,1,2, , , , ,7
9131,8,1,1, , , , ,8
9132,10,1,1, , , , ,8
9133, ,1,1, , , , ,8
9134,5,1,1, , , , ,8
9135,1,1,1, , , , ,8
9136,9,1,1, , , , ,11
9137,9,1,2, , , , ,10
9138,5,1,1, , , ,7,11
9139,1,1,1, , , ,5,10
9140,5,1,1, , , , ,8
9141,1,1,1, , , , ,6
9142,4,1,1, , , , ,14
9143, ,1,2, , , , ,8
9144,6,1,1, , , , ,8
9145,1,1,1, , , ,3,10
9146,10,1,1, , , , ,9
9147,4,1,1, , , , ,8
9148,4,1,1, , , , ,8
9149,1,1,1, , , , ,10
9150,8,1,1, , , , ,12
9151, ,1,1, , , , ,6
9152, ,1,1, , , , ,8
9153,9,1,2, , , , ,8
9154,10,1,2, , , , ,8
9155, ,1,1, , , , ,10
9156,3,1,1, , , , ,3
9157,8,1,2, , , , ,8
9158,3,2, ,2,2,2, ,11
9159,6,1,1, , , ,17,13
9160,4,1,1, , , , ,7
9161,10,1,1, , , , ,7
9162,4,1,1, , , ,12,14
9163, ,1,1, , , , ,9
9164,5,1,1, , , ,3,14
9165,1,1,1, , , , ,10
9166,5,1,1, , , , ,7
9167,9,1,1, , , ,5,10
9168,5,1,1, , , , ,12
9169,3,1,1, , , ,4,10
9170,1,1,1, , , ,3,11
9171,1,1,2, , , , ,10
9172,5,1,1, , , , ,10
9173,5,2, ,2,2,2, ,10
9174,99,1,1, , , , ,10
9175,3,1,1, , , ,99,8
9176,4,1,1, , , , ,8
9177, ,1,1, , , , ,7
9178, ,1,2, , , , ,11
9179,4,1,1, , , , ,10
9180,10,1,1, , , , ,6
9181, ,2, ,2,2,2, ,8
9182,6,1,1, , , , ,4
9183,1,1,1, , , , ,14
9184,5,1,1, , , , ,12
9185,9,1,1, , , , ,12
9186,2,1,1, , , , ,12
9187,4,1,1, , , , ,11
9188,4,1,1, , , ,2,10
9189,5,1,2, , , , ,7
9190,9,1,1, , , ,3,8
9191,6,1,1, , , , ,8
9192, ,1,1, , , , ,7
9193,6,1,1, , , ,3,12
9194,10,1,2, , , , ,10
9195,5,1,1, , , , ,3
9196,3,1,1, , , , ,8
9197,9,1,1, , , , ,8
9198,4,1,1, , , , ,10
9199,6,1,1, , , , ,7
9200,3,1,1, , , , ,10
9201,8,1,1, , , , ,9
9202, ,1,1, , , , ,12
9203,5,1,1, , , , ,8
9204,9,1,1, , , ,1,8
9205,10,1,1, , , ,16,8
9206,6,1,1, , , , ,8
9207,7,1,1, , , , ,8
9208,10,1,1, , , ,4,11
9209,1,1,1, , , , ,10
9210,10,1,1, , , ,6,1
9211,7,1,1, , , ,99,8
9212,4,1,1, , , , ,12
9213,4,1,1, , , , ,13
9214, ,1,1, , , , ,8
9215,4,1,1, , , , ,13
9216, ,1,1, , , , ,7
9217,9,1,1, , , , ,14
9218,9,1,1, , , ,13,12
9219,10,1,1, , , , ,8
9220,3,1,1, , , , ,11
9221,2,1,1, , , , ,11
9222,1,1,1, , , , ,12
9223,8,1,1, , , , ,6
9224,4,1,1, , , , ,11
9225,4,1,1, , , , ,10
9226,6,1,1, , , , ,9
9227,3,1,1, , , ,14,12
9228,6,1,1, , , , ,12
9229,7,1,1, , , , ,11
9230, ,1,1, , , , ,10
9231, ,1,1, , , , ,13
9232, ,1,1, , , , ,8
9233,6,1,1, , , , ,8
9234,10,1,1, , , ,7,8
9235,3,1,1, , , , ,11
9236,10,1,1, , , , ,11
9237,1,1,1, , , , ,8
9238,10,1,1, , , , ,8
9239,3,1,1, , , , ,12
9240,5,1,1, , , , ,8
9241,10,1,1, , , , ,8
9242, ,1,1, , , , ,6
9243, ,1,1, , , , ,7
9244,1,1,1, , , , ,10
9245,9,1,1, , , , ,8
9246,5,1,1, , , , ,8
9247,4,1,1, , , , ,10
9248, ,1,1, , , , ,11
9249,10,1,1, , , , ,7
9250,6,1,1, , , , ,8
9251, ,1,2, , , , ,7
9252,6,1,2, , , , ,10
9253,5,1,1, , , , ,14
9254,1,1,1, , , , ,11
9255, ,1,2, , , , ,8
